C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,Ms
0.17,1.48,0.3,0.035,0.075,0.02,0.15,0.0,0.028,0.0,0.04,0.0,0.0,0.0,0.018,673.0
0.39,0.6,0.15,3.25,0.0,0.95,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0
0.42,0.87,0.25,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0
0.67,1.09,0.31,1.7,0.75,0.36,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,488.0
0.004,0.03,1.3904,0.0,22.18716,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,433.15
0.33,0.57,0.23,0.85,3.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0
0.34,0.62,0.27,1.22,2.8,0.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0
0.41,0.3,0.36,0.54,4.8,1.13,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0
0.54,0.53,0.36,1.02,3.14,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0
0.19,0.46,0.34,7.83,0.09,2.02,0.01,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.013,623.0
0.08,1.05,0.0,0.2,2.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0
0.004,0.03,0.075,0.0,21.65544,0.0,0.0,3.75361,0.0,0.0,0.0,0.0,0.0,0.0,0.002,510.92778
0.32,0.8,0.3,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0
0.43,0.9,0.32,0.3,0.0,0.0,0.1,0.0,0.015,0.0,0.0,0.03,0.0,0.0,0.015,687.0
0.17,0.4,0.38,12.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0
0.31,0.67,0.3,3.0,0.94,0.51,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,593.0
0.12,0.53,0.28,0.58,3.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0
0.13,0.16,0.0,1.76,3.08,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0
0.49,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,594.0
1.64,0.21,0.31,4.5,0.0,0.66,5.05,11.35,0.0,11.64,0.0,0.0,0.0,0.0,0.0,438.0
0.22,0.54,0.0,12.46,0.64,0.99,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0
0.19,2.17,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0
0.28,0.0,0.0,3.25,0.0,0.0,0.25,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,656.0
0.0,0.0,0.0,0.0,30.56497,0.0,0.78238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.15
0.89,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0
0.35,0.69,0.31,0.12,0.31,0.04,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,628.0
0.25,0.68,0.21,1.1,0.19,0.22,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,638.0
0.44,0.58,0.23,1.26,1.4,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0
0.12,1.38,0.35,0.18,0.04,0.0,0.0,0.0,0.078,0.0,0.0,0.167,0.0,0.0,0.0,647.0
0.29,1.17,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0
0.36,1.46,0.42,0.75,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0
0.6,0.72,0.2,0.17,0.2,0.03,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,543.0
0.17,1.23,0.25,0.94,2.45,0.4,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.012,673.0
0.15,1.3,0.27,0.15,0.15,0.04,0.13,0.0,0.02,0.0,0.19,0.0,0.0,0.0,0.01,651.0
0.59,0.25,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0
0.12,0.75,0.06,0.57,2.62,0.48,0.05,0.0,0.062,0.0,0.25,0.0,0.0,0.0,0.0,675.0
0.4,0.34,0.26,2.85,0.12,0.16,0.26,0.0,0.0,3.39,0.14,0.0,0.0,0.0,0.0,598.0
0.07,1.9,0.24,0.0,0.0,0.08,0.43,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.009,638.0
0.4,0.74,0.31,0.77,3.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0
0.2,0.72,0.3,0.79,0.27,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,663.0
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0
0.31,0.52,0.15,0.86,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0
0.07,1.49,0.26,0.0,0.0,0.25,0.08,0.0,0.036,0.0,0.0,0.042,0.0,0.0,0.003,724.0
0.18,1.16,0.4,0.08,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0
0.58,0.65,0.3,0.12,0.05,0.5,0.03,0.0,0.051,0.0,0.08,0.0,0.0,0.0,0.0,566.0
0.14,1.41,0.35,0.0,0.0,0.5,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0
0.11,1.34,0.37,0.27,0.47,0.0,0.1,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,667.0
0.48,1.98,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0
0.43,0.9,0.32,0.3,0.0,0.0,0.1,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.015,690.66667
0.15,0.98,0.31,0.62,0.05,0.51,0.08,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,703.0
0.12,0.53,0.28,0.58,3.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0
0.16,0.6,0.0,0.0,1.92,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0
0.6,0.5,0.024,0.23,1.74,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.26111
0.3,0.64,0.22,1.01,0.11,0.24,0.01,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,658.0
0.37,0.8,1.47,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0
0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0
0.27,0.53,0.26,0.71,3.38,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0
0.17,0.8,0.23,1.06,0.21,0.24,0.006,0.0,0.0,0.0,0.18,0.0,0.032,0.0,0.0,658.0
0.78,0.33,0.02,1.42,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.48333
0.09,0.94,0.28,0.1,2.54,0.64,0.04,0.0,0.029,0.0,0.07,0.0,0.0,0.0,0.0,725.0
0.29,0.77,0.3,0.68,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.81667
0.12,1.28,0.4,0.0,0.62,0.0,0.15,0.0,0.024,0.0,0.67,0.0,0.0,0.0,0.0,748.0
0.16,0.0,0.0,0.0,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.4
0.15,1.02,0.26,0.1,0.6,0.37,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
0.62,0.82,2.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0
1.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0
0.44,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0
0.4,0.56,0.53,1.65,0.21,0.23,0.0,0.0,1.1,0.0,0.15,0.0,0.0,0.0,0.0,593.0
0.26,0.76,0.32,1.08,0.72,1.25,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0
0.65,0.68,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0
0.33,0.89,0.24,1.13,0.15,1.19,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0
0.4,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0
0.97,0.48,0.4,4.58,0.0,1.04,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,573.0
0.13,2.0,0.25,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0
0.85,0.65,0.3,0.12,0.05,0.5,0.03,0.0,0.051,0.0,0.08,0.0,0.0,0.0,0.0,481.0
0.17,1.31,0.38,0.0,0.04,0.01,0.04,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,672.0
0.4,0.6,0.25,0.65,2.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0
0.004,0.03,0.075,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,285.92778
0.43,0.52,0.29,1.19,1.76,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,554.0
0.012,5.03,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614,361.15
0.84,0.62,0.23,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.30385
0.16,1.12,0.22,0.99,0.12,0.02,0.01,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,669.0
0.004,0.03,0.075,0.0,22.27061,1.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,427.59444
0.11,1.23,0.31,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,725.0
0.38,1.63,0.3,0.02,0.01,0.12,0.07,0.0,0.021,0.0,0.01,0.0,0.0,0.0,0.0,638.0
0.33,0.41,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0
0.41,0.45,0.66,4.9,0.0,1.07,0.35,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,553.0
0.33,1.48,0.18,0.16,0.26,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.5
0.004,0.03,0.075,0.0,22.08697,0.0,0.0,1.83567,0.0,0.0,0.0,0.0,0.0,0.0,0.002,480.37222
0.3,0.5,0.2,1.25,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0
0.55,0.75,1.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0
0.17,1.54,0.44,0.01,0.02,0.47,0.14,0.0,0.01,0.0,0.01,0.002,0.0,0.0,0.006,718.0
0.32,0.55,0.27,1.8,1.9,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0
0.38,0.82,0.34,0.75,1.46,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0
0.4,0.89,0.31,0.11,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0
0.3,0.41,0.28,0.05,3.64,0.47,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,607.0
0.15,1.39,0.4,0.0,0.0,0.27,0.05,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.004,712.0
0.29,0.21,0.06,1.45,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0
0.32,0.3,0.2,0.69,2.95,0.1,0.03,0.0,0.0,0.06,0.31,0.0,0.0,0.0,0.0,593.0
0.06,1.97,0.37,0.0,0.0,0.0,0.45,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.009,712.0
0.81,0.41,0.31,4.11,0.0,4.27,1.51,5.22,0.0,5.46,0.0,0.0,0.0,0.0,0.0,450.0
0.13,1.37,0.48,0.22,0.0,0.0,0.13,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,693.0
0.35,0.65,0.13,0.55,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.75
0.6,0.52,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0
0.37,0.85,0.36,0.0,1.44,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0
0.4,0.47,0.023,0.23,1.76,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.92778
0.11,0.35,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,707.0
0.14,0.46,0.23,2.28,0.21,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0
0.43,1.02,0.0,0.48,0.31,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,583.0
0.4,1.32,0.33,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,599.0
0.38,0.84,0.34,0.73,1.46,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0
0.51,0.81,0.25,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0
1.35,0.52,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0
0.17,0.57,0.0,0.45,1.87,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0
0.05,1.72,0.19,0.06,1.87,0.31,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,685.0
0.12,0.43,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0
0.004,0.03,0.075,0.0,22.30152,0.0,0.88215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,441.48333
0.4,1.33,0.36,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,589.0
0.96,0.74,0.26,0.84,1.19,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0
0.46,0.34,0.27,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,588.70556
1.03,0.97,0.28,1.05,0.13,0.03,0.0,0.0,0.0,1.15,0.25,0.0,0.0,0.0,0.0,428.0
0.24,0.35,0.13,1.75,3.5,0.49,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0
0.2,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0
0.14,1.28,0.26,0.5,0.86,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0
0.0,0.0,0.0,0.0,30.81985,0.0,0.0,0.0,0.0,1.53951,0.0,0.0,0.0,0.0,0.0,211.15
0.12,0.65,0.26,1.16,0.01,1.02,0.26,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,737.0
0.44,0.66,0.22,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0
0.4,0.8,0.33,0.56,0.58,0.28,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,598.0
0.53,0.83,0.34,0.92,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0
0.44,0.2,0.3,13.12,0.31,0.01,0.02,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,546.0
0.6,0.22,0.19,4.65,0.2,1.0,1.35,0.72,0.0,17.8,0.0,0.0,0.0,0.0,0.0,558.0
0.09,0.59,0.57,2.0,0.0,0.56,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.0
0.0,0.0,0.90989,0.0,30.61081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.15
0.17,0.82,0.31,0.5,0.52,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0
0.15,0.45,0.2,1.54,4.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0
0.63,0.87,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.03889
1.62,0.4,0.48,12.44,0.0,0.8,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0
0.15,0.48,0.33,1.0,4.12,0.2,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,613.0
0.41,0.67,0.23,1.01,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.75
0.28,0.36,0.11,2.57,0.04,0.03,0.35,0.0,0.0,8.88,0.0,0.0,0.0,0.0,0.0,691.0
0.38,0.82,1.48,0.72,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0
0.18,0.75,0.25,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0
0.24,0.0,0.0,1.4,4.98,1.52,0.0,16.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0
0.004,0.03,0.075,0.0,22.26621,0.0,0.0,0.0,1.03909,0.0,0.0,0.0,0.0,0.0,0.002,447.03889
0.19,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0
1.26,0.21,0.23,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0
0.4,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0
0.41,1.41,1.41,0.78,1.36,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0
0.0,0.0,0.0,0.0,18.73606,0.0,0.0,0.0,0.0,0.0,0.0,1.47483,0.0,0.0,0.0,549.15
0.22,0.85,0.24,0.54,1.05,0.51,0.02,0.0,0.024,0.0,0.3,0.0,0.0,0.0,0.0,673.0
0.32,0.74,0.31,0.12,1.7,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0
0.63,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0
0.16,1.12,0.45,0.06,0.04,0.02,0.011,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,700.0
0.51,0.72,0.27,0.94,0.15,0.05,0.2,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,548.0
0.0,0.0,0.0,0.0,20.35746,0.0,0.0,0.0,1.75957,0.0,0.0,0.0,0.0,0.0,0.0,606.15
0.55,0.88,1.52,0.74,0.07,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,538.0
0.37,0.89,0.28,0.63,1.24,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.75
0.2,0.5,0.25,3.1,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0
0.18,0.53,0.26,1.0,0.0,0.96,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0
0.11,1.6,0.3,0.0,0.0,0.0,0.09,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,699.0
0.1,0.52,0.21,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0007,770.0
0.145,0.27,0.01,0.0,9.12,0.0,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,662.15
0.43,1.35,0.24,0.45,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0
0.4,0.35,0.2,1.27,4.03,0.24,0.04,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,543.0
0.85,0.65,0.3,0.12,0.05,0.5,0.03,0.0,0.051,0.0,0.08,0.0,0.0,0.0,0.0,458.0
0.3,0.56,0.27,1.85,1.75,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0
0.2,1.64,0.32,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,668.0
0.41,0.6,0.0,0.0,3.51,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,578.0
0.83,1.98,1.57,1.02,0.0,0.24,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0
0.36,0.77,0.28,0.96,0.16,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0
0.21,0.61,0.24,0.67,1.35,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,660.0
0.4,0.35,0.2,1.27,4.03,0.24,0.04,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,541.0
0.29,1.33,1.3,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,628.0
0.4,0.6,0.25,0.65,2.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0
0.28,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0
0.91,0.32,0.37,5.2,0.0,1.07,0.42,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,478.0
0.56,0.67,0.31,0.76,1.53,0.24,0.14,0.0,0.01,0.0,0.06,0.0,0.0,0.0,0.0,510.0
0.24,0.99,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0
0.32,0.61,0.28,0.63,3.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0
0.27,0.43,0.26,2.45,0.1,0.13,0.36,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,603.0
0.42,0.71,0.28,0.0,1.77,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0
0.58,0.81,0.89,1.27,0.06,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0
0.4,0.62,0.26,0.23,3.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0
0.0,0.0,0.0,0.74751,29.84887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.15
0.32,0.4,0.4,1.43,3.3,0.33,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0
0.34,0.5,0.2,1.8,4.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0
0.1,0.4,0.2,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0
0.16,0.6,0.25,0.2,1.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0
1.02,0.36,0.0,1.41,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.26
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,573.0
0.37,0.77,0.15,0.98,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.92778
0.004,0.03,0.075,0.0,22.49348,0.0,0.02899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,444.26111
0.315,0.14,0.01,0.0,9.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0
0.36,0.8,0.3,0.0,0.75,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0
0.43,0.95,1.38,1.06,0.03,0.1,0.035,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,570.0
0.33,0.62,0.21,0.1,0.89,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.25
0.34,0.65,0.25,1.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0
0.55,0.61,1.68,0.05,0.19,0.01,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,556.0
0.06,1.5,0.37,0.0,0.96,0.23,0.0,0.0,0.003,0.0,0.06,0.0,0.018,0.0,0.0054,739.0
0.37,0.82,0.36,0.73,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0
1.43,0.17,0.29,4.18,0.15,0.87,4.35,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,428.0
0.4,0.42,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0
0.86,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0
0.41,0.84,0.35,0.35,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0
1.5,0.0,0.0,11.5,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0
0.11,1.99,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0
0.11,0.38,0.29,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,733.0
0.25,0.4,0.1,1.5,3.5,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0
0.38,1.45,0.36,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0
0.04,1.67,0.49,0.0,2.48,0.01,0.0,0.0,0.005,0.0,0.06,0.0,0.018,0.0,0.0,749.0
0.35,1.51,0.28,0.0,0.0,1.29,0.21,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,617.0
0.54,0.85,1.9,0.1,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0
0.34,0.98,1.37,0.95,1.82,0.42,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0
0.012,5.03,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,446.65
